country,year,source_file,file_path,missing_agencies
Denmark,1991,1991 19902_L1_som_vedtaget.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Denmark/1991 19902_L1_som_vedtaget.pdf,Undervisningsministeriet (research section)
Denmark,1992,1992 19911_L1_som_vedtaget.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Denmark/1992 19911_L1_som_vedtaget.pdf,Undervisningsministeriet (research section)
Denmark,1993,1993 19921_L1_som_vedtaget.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Denmark/1993 19921_L1_som_vedtaget.pdf,Undervisningsministeriet (research section)
Denmark,1994,1994 19931_L1_som_vedtaget.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Denmark/1994 19931_L1_som_vedtaget.pdf,Undervisningsministeriet (research section)
Denmark,1995,1995 19941_L1_som_vedtaget.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Denmark/1995 19941_L1_som_vedtaget.pdf,Undervisningsministeriet (research section)
Denmark,1996,1996 19951_L1_som_vedtaget.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Denmark/1996 19951_L1_som_vedtaget.pdf,Undervisningsministeriet (research section)
Denmark,1997,1997 19961_L1_som_vedtaget.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Denmark/1997 19961_L1_som_vedtaget.pdf,Undervisningsministeriet (research section)
Denmark,1998,1998 19971_L1_som_vedtaget.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Denmark/1998 19971_L1_som_vedtaget.pdf,Undervisningsministeriet (research section)
Denmark,1999,1999 19981_L1_som_vedtaget.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Denmark/1999 19981_L1_som_vedtaget.pdf,Undervisningsministeriet (research section)
Denmark,2000,2000 19991_L1_som_vedtaget.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Denmark/2000 19991_L1_som_vedtaget.pdf,Undervisningsministeriet (research section)
Denmark,2011,2011 A20100000230.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Denmark/2011 A20100000230.pdf,Danmarks Grundforskningsfond (DNRF)
Denmark,2015,2015 A20140000230.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Denmark/2015 A20140000230.pdf,Danmarks Grundforskningsfond (DNRF)
Denmark,2024,2024 AE3126 (3).pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Denmark/2024 AE3126 (3).pdf,Danmarks Grundforskningsfond (DNRF)
Denmark,2008,2008 A20080000130.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Denmark/2008 A20080000130.pdf,Riso Nationallaboratorium
Denmark,2009,2009 A20080000330.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Denmark/2009 A20080000330.pdf,Riso Nationallaboratorium
Denmark,2012,2012 A20120000130.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Denmark/2012 A20120000130.pdf,Riso Nationallaboratorium
Denmark,2013,2013 A20120000330.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Denmark/2013 A20120000330.pdf,Research Grants for Special Research Institutions
Denmark,2014,2014 A20130000230.pdf,/Users/danielm/Desktop/oecd-work/Innovation-Policy/Data/input/finance_bills/Denmark/2014 A20130000230.pdf,Research Grants for Special Research Institutions
