country,year,canonical_name,category,amount_local,currency,unit,item_type,source_kind,source_file,page_number,line_description_en,series_notes,traceability_status
Denmark,1995,Copenhagen Business School (CBS),higher_education,172900000.0,DKK,krone,verified_override,original_pdf,1995 19941_L1_som_vedtaget.pdf,0,Verified against original Denmark budget file,manual override from original Denmark budget file,verified_against_original_file
Denmark,2005,Copenhagen Business School (CBS),higher_education,600100000.0,DKK,krone,verified_override,original_pdf,20041_L1_som_vedtaget.pdf,86,Verified against original Denmark budget file,manual override from original Denmark budget file,verified_against_original_file
Denmark,2009,Copenhagen Business School (CBS),higher_education,749600000.0,DKK,krone,verified_override,original_pdf,A20080000330.pdf,0,Verified against original Denmark budget file,gap: no matching rows in this year; manual override from original Denmark budget file,verified_against_original_file
Denmark,2010,Copenhagen Business School (CBS),higher_education,808800000.0,DKK,krone,verified_override,original_pdf,A20090000230.pdf,0,Verified against original Denmark budget file,manual override from original Denmark budget file,verified_against_original_file
Denmark,2013,Copenhagen Business School (CBS),higher_education,914400000.0,DKK,krone,verified_override,original_pdf,A20120000330.pdf,0,Verified against original Denmark budget file,manual override from original Denmark budget file,verified_against_original_file
Denmark,2014,Copenhagen Business School (CBS),higher_education,919500000.0,DKK,krone,verified_override,original_pdf,A20130000230.pdf,0,Verified against original Denmark budget file,manual override from original Denmark budget file,verified_against_original_file
Denmark,2015,Copenhagen Business School (CBS),higher_education,952900000.0,DKK,krone,verified_override,original_pdf,A20140000230.pdf,0,Verified against original Denmark budget file,manual override from original Denmark budget file,verified_against_original_file
Denmark,2017,Copenhagen Business School (CBS),higher_education,998500000.0,DKK,krone,verified_override,original_pdf,A20160000230.pdf,0,Verified against original Denmark budget file,manual override from original Denmark budget file,verified_against_original_file
Denmark,2018,Copenhagen Business School (CBS),higher_education,1022900000.0,DKK,krone,verified_override,original_pdf,A20170000230.pdf,104,Verified against original Denmark budget file,manual override from original Denmark budget file,verified_against_original_file
Denmark,2019,Copenhagen Business School (CBS),higher_education,1084200000.0,DKK,krone,verified_override,original_pdf,AE2602.pdf,0,Verified against original Denmark budget file,gap: no matching rows in this year; manual override from original Denmark budget file,verified_against_original_file
