country,year,section_code,section_name_en,program_code,program_description,line_description,amount_local,currency,rd_category,pillar,decision,confidence,source_file,page_number
Denmark,1980,§22,Ministry of Defence,53.03,Drift af vejrskibsstationer i Nordatlanten,53.03 Drift af vejrskibsstationer i Nordatlanten,1800000,DKK,direct_rd,Direct R&D,review,0.8,1980 19792_L1_som_vedtaget.pdf,129
Denmark,1978,§11,Ministry of Agriculture,53.07,Mekaniseringsundersøgelse m. v 53.08. Undersøgelser ved forskningsinstituttet for handels- og,53.07 Mekaniseringsundersøgelse m. v 53.08. Undersøgelser ved forskningsinstituttet for handels- og,1784000,DKK,direct_rd,Direct R&D,review,0.8,1978 19771_L101_som_vedtaget.pdf,42
Denmark,1975,§11,Ministry of Agriculture,63.12,Til særlige opgaver ved statens byggeforskningsinstituts land-,63.12 Til særlige opgaver ved statens byggeforskningsinstituts land-,1760000,DKK,direct_rd,Direct R&D,review,0.8,1975 19742_L1_som_vedtaget.pdf,43
Denmark,1981,§10,Ministry of Foreign Affairs,52.02,Forskningsvirksomhed 52.03. Center for Udviklingsforskning,52.02 Forskningsvirksomhed 52.03. Center for Udviklingsforskning,1739000,DKK,direct_rd,Direct R&D,review,0.85,1981 19801_L1_som_vedtaget.pdf,44
Denmark,1978,§10,Ministry of Foreign Affairs,52.02,Forskningsvirksomhed 52.03. Center for Udviklingsforskning.,52.02 Forskningsvirksomhed 52.03. Center for Udviklingsforskning.,1725000,DKK,direct_rd,Direct R&D,review,0.85,1978 19771_L101_som_vedtaget.pdf,40
Denmark,1978,§17,Ministry of Trade,51.04,"Danmarks tilskud til Eurochemic, europæisk selskab til","51.04 Danmarks tilskud til Eurochemic, europæisk selskab til",1700000,DKK,direct_rd,Direct R&D,review,0.85,1978 19771_L101_som_vedtaget.pdf,83
Denmark,1977,§30.16,and 26.),53.11,"Tilskud til faglige projekter, herunder fællesnordiske under","53.11 Tilskud til faglige projekter, herunder fællesnordiske under",1620000,DKK,direct_rd,Direct R&D,review,0.85,1977 19762_L1_som_vedtaget.pdf,42
Denmark,1978,§22,Ministry of Defence,53.03,Drift af vejrskibsstationer i Nordatlanten,53.03 Drift af vejrskibsstationer i Nordatlanten,1600000,DKK,direct_rd,Direct R&D,review,0.8,1978 19771_L101_som_vedtaget.pdf,124
Denmark,1979,§22,Ministry of Defence,53.03,Drift af vejrskibsstationer i Nordatlanten,53.03 Drift af vejrskibsstationer i Nordatlanten,1600000,DKK,direct_rd,Direct R&D,review,0.8,1979 9781_L1_som_vedtaget.pdf,127
Denmark,1978,§11,Ministry of Agriculture,53.12,Opgaver ved byggeforskningsinstituttets landbrugsafde-,53.12 Opgaver ved byggeforskningsinstituttets landbrugsafde-,1582000,DKK,direct_rd,Direct R&D,review,0.8,1978 19771_L101_som_vedtaget.pdf,42
Denmark,1975,§14,Ministry of Housing,63.02,"Forskning, oplysning og uddannelse 2. Administrationsbygninger, slotte og haver.","63.02 Forskning, oplysning og uddannelse 2. Administrationsbygninger, slotte og haver.",1555000,DKK,direct_rd,Direct R&D,include,0.85,1975 19742_L1_som_vedtaget.pdf,68
Denmark,1981,§14,Ministry of Housing,01.01,Departementet,01.01 Departementet,1514000,DKK,direct_rd,Direct R&D,review,0.95,1981 19801_L1_som_vedtaget.pdf,68
Denmark,1981,§14,Ministry of Housing,53.01,Forskning og oplysning 01.02. Statens Byggeforskningsinstitut,53.01 Forskning og oplysning 01.02. Statens Byggeforskningsinstitut,1514000,DKK,direct_rd,Direct R&D,review,0.85,1981 19801_L1_som_vedtaget.pdf,68
Denmark,1980,§14,Ministry of Housing,02.01,Boligstyrelsen,02.01 Boligstyrelsen,1500000,DKK,direct_rd,Direct R&D,review,0.95,1980 19792_L1_som_vedtaget.pdf,61
Denmark,1980,§14,Ministry of Housing,53.01,Forskning og oplysning 03. Byggestyrelsen m.v.,53.01 Forskning og oplysning 03. Byggestyrelsen m.v.,1500000,DKK,direct_rd,Direct R&D,include,0.85,1980 19792_L1_som_vedtaget.pdf,61
Denmark,1981,§14,Ministry of Housing,02.01,Boligstyrelsen,02.01 Boligstyrelsen,1500000,DKK,direct_rd,Direct R&D,review,0.95,1981 19801_L1_som_vedtaget.pdf,69
Denmark,1982,§14,Ministry of Housing,02.01,Boligstyrelsen,02.01 Boligstyrelsen,1500000,DKK,direct_rd,Direct R&D,review,0.95,1982 19812_L1_som_vedtaget.pdf,60
Denmark,1979,§10,Ministry of Foreign Affairs,52.03,Center for Udviklingsforskning 02. Internationale organisationer,52.03 Center for Udviklingsforskning 02. Internationale organisationer,1456000,DKK,direct_rd,Direct R&D,include,0.85,1979 9781_L1_som_vedtaget.pdf,36
Denmark,1984,§11,Ministry of Agriculture,53.06,Forskning og forsøg i forbindelse med landbrugets produk-,53.06 Forskning og forsøg i forbindelse med landbrugets produk-,1392000,DKK,direct_rd,Direct R&D,review,0.8,1984 19832_L1_som_vedtaget.pdf,50
Denmark,1984,§11,Ministry of Agriculture,53.01,Tværfaglige projekter under landbrugets samråd for forskning,53.01 Tværfaglige projekter under landbrugets samråd for forskning,1340000,DKK,direct_rd,Direct R&D,review,0.85,1984 19832_L1_som_vedtaget.pdf,50
Denmark,1975,§17,Ministry of Trade,63.08,Dansk Management Center 63.09. Den europæiske organisation for rumforskning (ESRO) projekt,63.08 Dansk Management Center 63.09. Den europæiske organisation for rumforskning (ESRO) projekt,1300000,DKK,direct_rd,Direct R&D,review,0.85,1975 19742_L1_som_vedtaget.pdf,95
Denmark,1983,§11,Ministry of Agriculture,53.02,Undersøgelser ved forskningsinstituttet for handels- og indu-,53.02 Undersøgelser ved forskningsinstituttet for handels- og indu-,1235000,DKK,direct_rd,Direct R&D,review,0.85,1983 19821_L1_som_vedtaget.pdf,42
Denmark,1975,§9,Ministry for Greenland,63.04,"Afskrivning af lån til erhvervsformål, jfr. § 30 I.C.2.1.b.20","63.04 Afskrivning af lån til erhvervsformål, jfr. § 30 I.C.2.1.b.20",1200000,DKK,direct_rd,Direct R&D,review,0.8,1975 19742_L1_som_vedtaget.pdf,31
Denmark,1975,§19,Ministry of Foreign Affairs,62.03,"Institut for Udviklingsforskning 2, Internationale organisationer.","62.03 Institut for Udviklingsforskning 2, Internationale organisationer.",1200000,DKK,direct_rd,Direct R&D,include,0.85,1975 19742_L1_som_vedtaget.pdf,40
Denmark,1976,§10,Ministry of Foreign Affairs,52.03,Institut for Udviklingsforskning 2. Internationale organisationer.,52.03 Institut for Udviklingsforskning 2. Internationale organisationer.,1200000,DKK,direct_rd,Direct R&D,include,0.85,1976 19751_L100_som_vedtaget.pdf,40
Denmark,1981,§11,Ministry of Agriculture,53.02,Landbrugslotteriet 53.08. Undersøgelser ved forskningsinstitutter for handels- og indu-,53.02 Landbrugslotteriet 53.08. Undersøgelser ved forskningsinstitutter for handels- og indu-,1200000,DKK,direct_rd,Direct R&D,review,0.8,1981 19801_L1_som_vedtaget.pdf,47
Denmark,1975,§27,Ministry of the Environment,3.05,Forskellige tilskud,3.05 Forskellige tilskud,1145000,DKK,direct_rd,Direct R&D,review,0.95,1975 19742_L1_som_vedtaget.pdf,164
Denmark,1982,§11,Ministry of Agriculture,53.02,Undersøgelser ved forskningsinstituttet for handels- og indu-,53.02 Undersøgelser ved forskningsinstituttet for handels- og indu-,1115000,DKK,direct_rd,Direct R&D,review,0.85,1982 19812_L1_som_vedtaget.pdf,42
Denmark,1978,§10,Ministry of Foreign Affairs,52.03,Center for Udviklingsforskning 2. Internationale organisationer.,52.03 Center for Udviklingsforskning 2. Internationale organisationer.,1065000,DKK,direct_rd,Direct R&D,include,0.85,1978 19771_L101_som_vedtaget.pdf,40
Denmark,1981,§11,Ministry of Agriculture,53.08,Undersøgelser ved forskningsinstitutter for handels- og indu-,53.08 Undersøgelser ved forskningsinstitutter for handels- og indu-,1035000,DKK,direct_rd,Direct R&D,review,0.85,1981 19801_L1_som_vedtaget.pdf,47
Denmark,1976,§11,Ministry of Agriculture,53.11,"Tilskud til faglige projekter, herunder fællesnordiske under","53.11 Tilskud til faglige projekter, herunder fællesnordiske under",1000000,DKK,direct_rd,Direct R&D,review,0.85,1976 19751_L100_som_vedtaget.pdf,43
Denmark,1979,§11,Ministry of Agriculture,53.26,Forskningskontrakter (tekstanm. 5) 53.27. Afsætningsfremmende forskning,53.26 Forskningskontrakter (tekstanm. 5) 53.27. Afsætningsfremmende forskning,1000000,DKK,direct_rd,Direct R&D,review,0.85,1979 9781_L1_som_vedtaget.pdf,40
Denmark,1979,§22,Ministry of Defence,53.04,Den meteorologiske organisation for rumforskning (ESA),53.04 Den meteorologiske organisation for rumforskning (ESA),1000000,DKK,direct_rd,Direct R&D,review,0.85,1979 9781_L1_som_vedtaget.pdf,127
Denmark,1980,§11,Ministry of Agriculture,53.26,Forskningskontrakter (tekstanm. 2) 53.27. Afsætningsfremmende forskning,53.26 Forskningskontrakter (tekstanm. 2) 53.27. Afsætningsfremmende forskning,1000000,DKK,direct_rd,Direct R&D,review,0.85,1980 19792_L1_som_vedtaget.pdf,40
Denmark,1980,§22,Ministry of Defence,53.04,Den meteorologiske organisation for rumforskning (ESA),53.04 Den meteorologiske organisation for rumforskning (ESA),1000000,DKK,direct_rd,Direct R&D,review,0.85,1980 19792_L1_som_vedtaget.pdf,129
Denmark,1981,§11,Ministry of Agriculture,53.26,Forskningskontrakter (tekstanm. 2) 53.27. Afsætningsfremmende forskning,53.26 Forskningskontrakter (tekstanm. 2) 53.27. Afsætningsfremmende forskning,1000000,DKK,direct_rd,Direct R&D,review,0.85,1981 19801_L1_som_vedtaget.pdf,48
Denmark,1977,§27,Ministry of the Environment,3.01,"53.01. Forskning, oplysning og uddannelse","3.01 53.01. Forskning, oplysning og uddannelse",983500,DKK,direct_rd,Direct R&D,review,0.85,1977 19762_L1_som_vedtaget.pdf,162
Denmark,1980,§11,Ministry of Agriculture,53.08,Undersøgelser ved forskningsinstitutter for handels- og indu-,53.08 Undersøgelser ved forskningsinstitutter for handels- og indu-,960000,DKK,direct_rd,Direct R&D,review,0.85,1980 19792_L1_som_vedtaget.pdf,39
Denmark,1976,§27,Ministry of the Environment,53.01,"Forskning, oplysning og uddannelse 53.02. Tilskud til kommuner og amtskommuner til trafikbetjening","53.01 Forskning, oplysning og uddannelse 53.02. Tilskud til kommuner og amtskommuner til trafikbetjening",950000,DKK,direct_rd,Direct R&D,review,0.95,1976 19751_L100_som_vedtaget.pdf,160
Denmark,1975,§27,Ministry of the Environment,63.01,"Forskning, oplysning og uddannelse 64.01. Erstatninger i henhold til byreguleringslovens § 14, byplan-","63.01 Forskning, oplysning og uddannelse 64.01. Erstatninger i henhold til byreguleringslovens § 14, byplan-",945000,DKK,direct_rd,Direct R&D,review,0.85,1975 19742_L1_som_vedtaget.pdf,164
Denmark,1977,§30.16,and 26.),53.08,Undersøgelser af landøkonomisk betydning ved forsknings-,53.08 Undersøgelser af landøkonomisk betydning ved forsknings-,917000,DKK,direct_rd,Direct R&D,include,0.8,1977 19762_L1_som_vedtaget.pdf,42
Denmark,1978,§22,Ministry of Defence,53.04,Den meteorologiske organisation for rumforskning (ESA),53.04 Den meteorologiske organisation for rumforskning (ESA),900000,DKK,direct_rd,Direct R&D,review,0.85,1978 19771_L101_som_vedtaget.pdf,124
Denmark,1979,§11,Ministry of Agriculture,53.08,Undersøgelser ved forskningsinstitutter for handels- og indu-,53.08 Undersøgelser ved forskningsinstitutter for handels- og indu-,900000,DKK,direct_rd,Direct R&D,review,0.85,1979 9781_L1_som_vedtaget.pdf,39
Denmark,1983,§14,Ministry of Housing,02.01,Boligstyrelsen,02.01 Boligstyrelsen,900000,DKK,direct_rd,Direct R&D,review,0.95,1983 19821_L1_som_vedtaget.pdf,61
Denmark,1983,§14,Ministry of Housing,52.01,"Forskning og oplysning m.v., LB 89 1981 § 48 stk. 1, L 300","52.01 Forskning og oplysning m.v., LB 89 1981 § 48 stk. 1, L 300",900000,DKK,direct_rd,Direct R&D,include,0.8,1983 19821_L1_som_vedtaget.pdf,61
Denmark,1976,§11,Ministry of Agriculture,53.08,Undersøgelser af landøkonomisk betydning ved forsknings-,53.08 Undersøgelser af landøkonomisk betydning ved forsknings-,866000,DKK,direct_rd,Direct R&D,include,0.8,1976 19751_L100_som_vedtaget.pdf,43
Denmark,1975,§11,Ministry of Agriculture,63.08,Undersøgelser af landøkonomisk betydning ved forsknings-,63.08 Undersøgelser af landøkonomisk betydning ved forsknings-,800000,DKK,direct_rd,Direct R&D,include,0.8,1975 19742_L1_som_vedtaget.pdf,43
Denmark,1975,§14,Ministry of Housing,70.02,Instrumenter og udstyr til Statens Byggeforskningsinstituts,70.02 Instrumenter og udstyr til Statens Byggeforskningsinstituts,800000,DKK,direct_rd,Direct R&D,review,0.85,1975 19742_L1_som_vedtaget.pdf,69
Denmark,1977,§27,Ministry of the Environment,52.02,"Tilskud til istandsættelse af fredede bygninger, L 195 1966,","52.02 Tilskud til istandsættelse af fredede bygninger, L 195 1966,",800000,DKK,direct_rd,Direct R&D,review,0.8,1977 19762_L1_som_vedtaget.pdf,162
Denmark,1984,§14,Ministry of Housing,52.01,"Forskning og Oplysning m.v., LB 89 1981 § 48 stk. 1, L 300","52.01 Forskning og Oplysning m.v., LB 89 1981 § 48 stk. 1, L 300",800000,DKK,direct_rd,Direct R&D,review,0.8,1984 19832_L1_som_vedtaget.pdf,73
Denmark,1984,§20,Ministry of Education,53.03,Det sønderjyske skolevæsen,53.03 Det sønderjyske skolevæsen,749000,DKK,institution_funding,Institutional,review,0.8,1984 19832_L1_som_vedtaget.pdf,121
Denmark,1978,§11,Ministry of Agriculture,53.08,Undersøgelser ved forskningsinstituttet for handels- og,53.08 Undersøgelser ved forskningsinstituttet for handels- og,719000,DKK,direct_rd,Direct R&D,review,0.85,1978 19771_L101_som_vedtaget.pdf,42
Denmark,1984,§16,Ministry of Public Works,10.01,Vejdirektoratet,10.01 Vejdirektoratet,700000,DKK,direct_rd,Direct R&D,review,0.8,1984 19832_L1_som_vedtaget.pdf,94
Denmark,1981,§11,Ministry of Agriculture,53.21,Drift af forsøgsfjerkræslagteri 53.24. Forskning og forsøg i forbindelse med landbrugets produkti-,53.21 Drift af forsøgsfjerkræslagteri 53.24. Forskning og forsøg i forbindelse med landbrugets produkti-,600000,DKK,direct_rd,Direct R&D,review,0.85,1981 19801_L1_som_vedtaget.pdf,47
Denmark,1982,§11,Ministry of Agriculture,53.05,Drift af forsøgsfjerkræslagteri 53.06. Forskning og forsøg i forbindelse med landbrugets produkti-,53.05 Drift af forsøgsfjerkræslagteri 53.06. Forskning og forsøg i forbindelse med landbrugets produkti-,600000,DKK,direct_rd,Direct R&D,review,0.85,1982 19812_L1_som_vedtaget.pdf,42
Denmark,1983,§11,Ministry of Agriculture,53.05,Drift af forsøgsfjerkræslagteri 53.06. Forskning og forsøg i forbindelse med landbrugets produkti-,53.05 Drift af forsøgsfjerkræslagteri 53.06. Forskning og forsøg i forbindelse med landbrugets produkti-,600000,DKK,direct_rd,Direct R&D,review,0.85,1983 19821_L1_som_vedtaget.pdf,42
Denmark,1984,§11,Ministry of Agriculture,53.01,Tværfaglige projekter under landbrugets samråd for forskning,53.01 Tværfaglige projekter under landbrugets samråd for forskning,600000,DKK,direct_rd,Direct R&D,review,0.85,1984 19832_L1_som_vedtaget.pdf,50
Denmark,1975,§9,Ministry for Greenland,7.04,Tilskud til videnskabelige formål,7.04 Tilskud til videnskabelige formål,562000,DKK,direct_rd,Direct R&D,review,0.95,1975 19742_L1_som_vedtaget.pdf,35
Denmark,1983,§22,Ministry of Defence,01.06,Forsvarets fabriksstyrelse,01.06 Forsvarets fabriksstyrelse,539700,DKK,direct_rd,Direct R&D,review,0.95,1983 19821_L1_som_vedtaget.pdf,132
Denmark,1982,§22,Ministry of Defence,01.06,Forsvarets fabriksstyrelse,01.06 Forsvarets fabriksstyrelse,534100,DKK,direct_rd,Direct R&D,review,0.95,1982 19812_L1_som_vedtaget.pdf,129
Denmark,1983,§16,Ministry of Public Works,53.02,Til brug for politiets kontrol med overtes på motorkøretøjer,53.02 Til brug for politiets kontrol med overtes på motorkøretøjer,520000,DKK,direct_rd,Direct R&D,review,0.8,1983 19821_L1_som_vedtaget.pdf,78
Denmark,1975,§11,Ministry of Agriculture,63.11,Tilskud til nordisk kontaktorgan for jordbrugsforskning,63.11 Tilskud til nordisk kontaktorgan for jordbrugsforskning,470000,DKK,direct_rd,Direct R&D,include,0.95,1975 19742_L1_som_vedtaget.pdf,43
Denmark,1981,§22,Ministry of Defence,01.06,Forsvarets fa brikssty!'@!se,01.06 Forsvarets fa brikssty!'@!se,446500,DKK,direct_rd,Direct R&D,review,0.95,1981 19801_L1_som_vedtaget.pdf,136
Denmark,1984,§11,Ministry of Agriculture,20.03,Forskning og forsøg,20.03 Forskning og forsøg,440000,DKK,direct_rd,Direct R&D,review,0.8,1984 19832_L1_som_vedtaget.pdf,55
Denmark,1980,§22,Ministry of Defence,01.06,Forsvarets fabriksstyrelse,01.06 Forsvarets fabriksstyrelse,432300,DKK,direct_rd,Direct R&D,review,0.95,1980 19792_L1_som_vedtaget.pdf,128
Denmark,1979,§22,Ministry of Defence,01.06,Forsvarets fabriksstyrelse,01.06 Forsvarets fabriksstyrelse,412800,DKK,direct_rd,Direct R&D,review,0.95,1979 9781_L1_som_vedtaget.pdf,126
Denmark,1975,§16,Ministry of Public Works,63.03,Til brug for politiets kontrol med overlæs på motorkøretøjer,63.03 Til brug for politiets kontrol med overlæs på motorkøretøjer,410000,DKK,direct_rd,Direct R&D,review,0.8,1975 19742_L1_som_vedtaget.pdf,91
Denmark,1977,§22,Ministry of Defence,1.06,Forsvarets fabriksstyrelse,1.06 Forsvarets fabriksstyrelse,380400,DKK,direct_rd,Direct R&D,review,0.95,1977 19762_L1_som_vedtaget.pdf,136
Denmark,1976,§22,Ministry of Defence,1.06,Forsvarets fabriksstyrelse,1.06 Forsvarets fabriksstyrelse,362800,DKK,direct_rd,Direct R&D,review,0.95,1976 19751_L100_som_vedtaget.pdf,141
Denmark,1976,§16,Ministry of Public Works,53.02,Til brug for politiets kontrol med overlæs på motorkøretøjer,53.02 Til brug for politiets kontrol med overlæs på motorkøretøjer,350000,DKK,direct_rd,Direct R&D,review,0.8,1976 19751_L100_som_vedtaget.pdf,87
Denmark,1983,§11,Ministry of Agriculture,53.02,"Forsøg under landbrugets samråd for forskning og forsøg, ... '","53.02 Forsøg under landbrugets samråd for forskning og forsøg, ... '",320000,DKK,direct_rd,Direct R&D,include,0.85,1983 19821_L1_som_vedtaget.pdf,44
Denmark,1975,§22,Ministry of Defence,1.14,Forsvarets fabriksstyrelse,1.14 Forsvarets fabriksstyrelse,311100,DKK,direct_rd,Direct R&D,review,0.95,1975 19742_L1_som_vedtaget.pdf,143
Denmark,1980,§15,Ministry of Social Affairs,53.12,Særlige omsorgsforanstaltninger for invalide- og folkepensio- *,53.12 Særlige omsorgsforanstaltninger for invalide- og folkepensio- *,305000,DKK,direct_rd,Direct R&D,review,0.75,1980 19792_L1_som_vedtaget.pdf,64
Denmark,1983,§15,Ministry of Social Affairs,53.12,Særlige omsorgsforanstaltninger for invalide- og folkepensio-,53.12 Særlige omsorgsforanstaltninger for invalide- og folkepensio-,305000,DKK,direct_rd,Direct R&D,review,0.75,1983 19821_L1_som_vedtaget.pdf,65
Denmark,1978,§22,Ministry of Defence,1.06,Forsvarets fabriksstyrelse,1.06 Forsvarets fabriksstyrelse,296600,DKK,direct_rd,Direct R&D,review,0.95,1978 19771_L101_som_vedtaget.pdf,122
Denmark,1979,§16,Ministry of Public Works,53.02,Til brug for politiets kontrol med overlæs på motorkøretøjer,53.02 Til brug for politiets kontrol med overlæs på motorkøretøjer,260000,DKK,direct_rd,Direct R&D,review,0.8,1979 9781_L1_som_vedtaget.pdf,77
Denmark,1980,§16,Ministry of Public Works,53.01,Rådet for større færdselssikkerhed 53.02.' Til brug for politiets kontrol med overlæs på motorkøretøjer,53.01 Rådet for større færdselssikkerhed 53.02.' Til brug for politiets kontrol med overlæs på motorkøretøjer,260000,DKK,direct_rd,Direct R&D,review,0.8,1980 19792_L1_som_vedtaget.pdf,77
Denmark,1977,§9,Ministry for Greenland,7.07,Andre videnskabelige undersøgelser,7.07 Andre videnskabelige undersøgelser,233300,DKK,direct_rd,Direct R&D,review,0.9,1977 19762_L1_som_vedtaget.pdf,34
Denmark,1978,§15,Ministry of Social Affairs,53.12,Særlige omsorgsforanstaltninger for invalide- og folke-,53.12 Særlige omsorgsforanstaltninger for invalide- og folke-,230000,DKK,direct_rd,Direct R&D,review,0.75,1978 19771_L101_som_vedtaget.pdf,64
Denmark,1976,§23,Ministry of Finance,53.03,Bidrag til forskningsprojekt under OECD med dansk deltagelse,53.03 Bidrag til forskningsprojekt under OECD med dansk deltagelse,190000,DKK,direct_rd,Direct R&D,review,0.9,1976 19751_L100_som_vedtaget.pdf,148
Denmark,1977,§23,Ministry of Finance,53.03,Bidrag til forskningsprojekt under OECD med dansk delta-,53.03 Bidrag til forskningsprojekt under OECD med dansk delta-,190000,DKK,direct_rd,Direct R&D,review,0.9,1977 19762_L1_som_vedtaget.pdf,144
Denmark,1975,§11,Ministry of Agriculture,63.10,Tilskud til undersøgelser indenfor planteforædlingssektoren,63.10 Tilskud til undersøgelser indenfor planteforædlingssektoren,184000,DKK,direct_rd,Direct R&D,review,0.95,1975 19742_L1_som_vedtaget.pdf,43
Denmark,1982,§16,Ministry of Public Works,53.02,Til brug for politiets kontrol med overlæs på motorkøretøjer,53.02 Til brug for politiets kontrol med overlæs på motorkøretøjer,180000,DKK,direct_rd,Direct R&D,review,0.8,1982 19812_L1_som_vedtaget.pdf,76
Denmark,1977,§16,Ministry of Public Works,53.02,Til brug for politiets kontrol med overlæs på motorkøretøjer,53.02 Til brug for politiets kontrol med overlæs på motorkøretøjer,170000,DKK,direct_rd,Direct R&D,review,0.8,1977 19762_L1_som_vedtaget.pdf,81
Denmark,1975,§9,Ministry for Greenland,63.05,"Til sociale, videnskabelige og kulturelle formål","63.05 Til sociale, videnskabelige og kulturelle formål",150000,DKK,direct_rd,Direct R&D,include,0.75,1975 19742_L1_som_vedtaget.pdf,31
Denmark,1977,§11,Ministry of Agriculture,3.01,Statens forsøgsvirksomhed i plantekultur,3.01 Statens forsøgsvirksomhed i plantekultur,150000,DKK,direct_rd,Direct R&D,review,0.9,1977 19762_L1_som_vedtaget.pdf,45
Denmark,1978,§23,Ministry of Finance,53.03,OECD-forskningsprojekt med dansk deltagelse 2. Lønnings- og pensionsdepartementet.,53.03 OECD-forskningsprojekt med dansk deltagelse 2. Lønnings- og pensionsdepartementet.,148000,DKK,direct_rd,Direct R&D,include,0.9,1978 19771_L101_som_vedtaget.pdf,126
Denmark,1981,§24,Ministry of Taxation,02.01,fortsat,02.01 fortsat,121000,DKK,direct_rd,Direct R&D,review,0.95,1981 19801_L1_som_vedtaget.pdf,144
Denmark,1977,§23,Ministry of Finance,53.03,Bidrag til forskningsprojekt under OECD med dansk delta-,53.03 Bidrag til forskningsprojekt under OECD med dansk delta-,120000,DKK,direct_rd,Direct R&D,include,0.8,1977 19762_L1_som_vedtaget.pdf,143
Denmark,1978,§23,Ministry of Finance,53.03,OECD-forskningsprojekt med dansk deltagelse 2. Lønnings- og pensionsdepartementet.,53.03 OECD-forskningsprojekt med dansk deltagelse 2. Lønnings- og pensionsdepartementet.,120000,DKK,direct_rd,Direct R&D,include,0.75,1978 19771_L101_som_vedtaget.pdf,126
Denmark,1976,§11,Ministry of Agriculture,3.01,Statens forsøgsvirksomhed i plantekultur,3.01 Statens forsøgsvirksomhed i plantekultur,110000,DKK,direct_rd,Direct R&D,review,0.9,1976 19751_L100_som_vedtaget.pdf,46
Denmark,1984,§24,Ministry of Taxation ',02.01,Departementet,02.01 Departementet,110000,DKK,direct_rd,Direct R&D,review,0.95,1984 19832_L1_som_vedtaget.pdf,172
Denmark,1984,§24,Ministry of Taxation ',52.01,Medlemsbidrag til Nordisk skattevidenskabeligt Forsk-,52.01 Medlemsbidrag til Nordisk skattevidenskabeligt Forsk-,110000,DKK,direct_rd,Direct R&D,review,0.8,1984 19832_L1_som_vedtaget.pdf,172
Denmark,1978,§24,Ministry of Taxation,2.01,Tilskud 52.01. Medlemsbidrag til Nordisk skattevidenskabeligt Forsk-,2.01 Tilskud 52.01. Medlemsbidrag til Nordisk skattevidenskabeligt Forsk-,95000,DKK,direct_rd,Direct R&D,review,0.95,1978 19771_L101_som_vedtaget.pdf,131
Denmark,1980,§9,Ministry for Greenland,07.07,Andre videnskabelige undersøgelser,07.07 Andre videnskabelige undersøgelser,85700,DKK,direct_rd,Direct R&D,include,0.8,1980 19792_L1_som_vedtaget.pdf,33
Denmark,1977,§11,Ministry of Agriculture,3.21,Statens îorstlige forsøgsvæsen,3.21 Statens îorstlige forsøgsvæsen,85000,DKK,direct_rd,Direct R&D,review,0.95,1977 19762_L1_som_vedtaget.pdf,46
Denmark,1977,§11,Ministry of Agriculture,53.01,Til fælles nordisk skovforskning 3.31. Det landøkonomiske Driftsbureau:,53.01 Til fælles nordisk skovforskning 3.31. Det landøkonomiske Driftsbureau:,85000,DKK,direct_rd,Direct R&D,review,0.85,1977 19762_L1_som_vedtaget.pdf,46
Denmark,1979,§9,Ministry for Greenland,07.07,Andre videnskabelige undersøgelser,07.07 Andre videnskabelige undersøgelser,84600,DKK,direct_rd,Direct R&D,include,0.8,1979 9781_L1_som_vedtaget.pdf,33
Denmark,1976,§11,Ministry of Agriculture,3.21,Statens forstlige forsøgsvæsen,3.21 Statens forstlige forsøgsvæsen,80000,DKK,direct_rd,Direct R&D,review,0.95,1976 19751_L100_som_vedtaget.pdf,47
Denmark,1976,§11,Ministry of Agriculture,53.01,Til fælles nordisk skovforskning 3.31. Det landøkonomiske Driftsbureau:,53.01 Til fælles nordisk skovforskning 3.31. Det landøkonomiske Driftsbureau:,80000,DKK,direct_rd,Direct R&D,review,0.85,1976 19751_L100_som_vedtaget.pdf,47
Denmark,1978,§9,Ministry for Greenland,7.07,Andre videnskabelige undersøgelser,7.07 Andre videnskabelige undersøgelser,79000,DKK,direct_rd,Direct R&D,include,0.8,1978 19771_L101_som_vedtaget.pdf,38
Denmark,1978,§23,Ministry of Finance,53.02,Afskrivning af uerholdelige beløb (tekstanm. 50 og 51),53.02 Afskrivning af uerholdelige beløb (tekstanm. 50 og 51),75000,DKK,direct_rd,Direct R&D,review,0.8,1978 19771_L101_som_vedtaget.pdf,126
Denmark,1975,§11,Ministry of Agriculture,3.21,Statens forstlige forsøgsvæsen,3.21 Statens forstlige forsøgsvæsen,70000,DKK,direct_rd,Direct R&D,review,0.95,1975 19742_L1_som_vedtaget.pdf,48
Denmark,1976,§16,Ministry of Public Works,53.03,Til OECDs forskning inden for vejsektoren,53.03 Til OECDs forskning inden for vejsektoren,65000,DKK,direct_rd,Direct R&D,include,0.85,1976 19751_L100_som_vedtaget.pdf,87
Denmark,1976,§23,Ministry of Finance,53.03,Bidrag til forskningsprojekt under OECD med dansk deltagelse,53.03 Bidrag til forskningsprojekt under OECD med dansk deltagelse,60000,DKK,direct_rd,Direct R&D,include,0.8,1976 19751_L100_som_vedtaget.pdf,147
Denmark,1981,§16,"Ministry for offentlige atbejder """,53.03,Til OECD's forskning inden for vejsektoren,53.03 Til OECD's forskning inden for vejsektoren,50000,DKK,direct_rd,Direct R&D,include,0.85,1981 19801_L1_som_vedtaget.pdf,85
Denmark,1984,§16,Ministry of Public Works,53.03,Til O EC Ds forskning inden for vejsektoren,53.03 Til O EC Ds forskning inden for vejsektoren,50000,DKK,direct_rd,Direct R&D,review,0.8,1984 19832_L1_som_vedtaget.pdf,94
