country,year,source_file,page_number,item_type,section_code,section_name,section_name_en,line_code,line_description,line_description_en,amount_local,amount_prior,unit,currency,rd_category,decision,confidence,llm_model,extraction_pass,notes
Canada,1988,pdf_5ef538d073f6__1988-4.txt,0,section_total,,AUTRES LOIS D'INTÉRÊT PUBLIC ET LEURS MODIFICATIONS DE 1907 AU 11 DÉCEMBRE 1988.*,AUTRES LOIS D'INTÉRÊT PUBLIC ET LEURS MODIFICATIONS DE 1907 AU 11 DÉCEMBRE 1988.*,,AUTRES LOIS D'INTÉRÊT PUBLIC ET LEURS MODIFICATIONS DE 1907 AU 11 DÉCEMBRE 1988.*,AUTRES LOIS D'INTÉRÊT PUBLIC ET LEURS MODIFICATIONS DE 1907 AU 11 DÉCEMBRE 1988.*,1.97,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_5ef538d073f6__1988-4.txt,0,section_total,,"DORS/70-73, 480, 482; DORS/71-347,","DORS/70-73, 480, 482; DORS/71-347,",,"DORS/70-73, 480, 482; DORS/71-347,","DORS/70-73, 480, 482; DORS/71-347,",576.0,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_5ef538d073f6__1988-4.txt,0,section_total,,"DORS/81-718; DORS/81-1021; DORS/84-257,","DORS/81-718; DORS/81-1021; DORS/84-257,",,"DORS/81-718; DORS/81-1021; DORS/84-257,","DORS/81-718; DORS/81-1021; DORS/84-257,",1.986,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_5ef538d073f6__1988-4.txt,0,section_total,,"EEV, 1980-81-82-83,","EEV, 1980-81-82-83,",,"EEV, 1980-81-82-83,","EEV, 1980-81-82-83,",3.977,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_5ef538d073f6__1988-4.txt,0,section_total,,"SI176-11, 12","SI176-11, 12",,"SI176-11, 12","SI176-11, 12",5.74,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_5ef538d073f6__1988-4.txt,0,section_total,,"SOR/71-120, (369)","SOR/71-120, (369)",,"SOR/71-120, (369)","SOR/71-120, (369)",1.986,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_5ef538d073f6__1988-4.txt,0,section_total,,SOR/72-264; SOR/74-28; SOR/76-39; SOR/80-659,SOR/72-264; SOR/74-28; SOR/76-39; SOR/80-659,,SOR/72-264; SOR/74-28; SOR/76-39; SOR/80-659,SOR/72-264; SOR/74-28; SOR/76-39; SOR/80-659,1.984,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_5ef538d073f6__1988-4.txt,0,section_total,,SOR/80-253,SOR/80-253,,SOR/80-253,SOR/80-253,197.475,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_5ef538d073f6__1988-4.txt,0,section_total,,"SOR/88-557, SOR/88-558","SOR/88-557, SOR/88-558",,"SOR/88-557, SOR/88-558","SOR/88-557, SOR/88-558",0.62,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_5ef538d073f6__1988-4.txt,0,section_total,,TR/183-134,TR/183-134,,TR/183-134,TR/183-134,13.0,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
Canada,1988,pdf_5ef538d073f6__1988-4.txt,0,section_total,,TR/80-136; DORS/81-208; DORS/84-186; DORS/186-532,TR/80-136; DORS/81-208; DORS/84-186; DORS/186-532,,TR/80-136; DORS/81-208; DORS/84-186; DORS/186-532,TR/80-136; DORS/81-208; DORS/84-186; DORS/186-532,1.986,,thousand,CAD,unclear,review,0.5,docx_parser,docx_table,"Parsed from table 0, row 0"
